text,label
"This ONE WEIRD TRICK about social media privacy has A pharmaceutical giant FURIOUS because it will affect millions of citizens!!! SHOCKING: You won't believe what The central bank is hiding about election integrity — change how funding is allocated, insiders reveal!!! ALERT: A major tech company caught RED-HANDED manipulating artificial intelligence regulation to cause widespread controversy, anonymous whistleblower says. EXPOSED: The city council secretly plans to change how funding is allocated using the economy while media stays SILENT.",FAKE
"Doctors HATE this: energy prices can spark nationwide debate, and A global corporation doesn't want you to know!!! ALERT: The health ministry caught RED-HANDED manipulating energy prices to change how funding is allocated, anonymous whistleblower says. ALERT: A major tech company caught RED-HANDED manipulating vaccine rollout to affect millions of citizens, anonymous whistleblower says.",FAKE
"EXPOSED: The city council secretly plans to change how funding is allocated using artificial intelligence regulation while media stays SILENT. ALERT: A global corporation caught RED-HANDED manipulating climate policy to lead to new regulations, anonymous whistleblower says.",FAKE
"Miracle discovery: vaccine rollout will influence upcoming elections, but A leading university is trying to BAN it from the public!!! Miracle discovery: the economy will cause widespread controversy, but A global corporation is trying to BAN it from the public!!! Miracle discovery: election integrity will trigger a major shift in public opinion, but A pharmaceutical giant is trying to BAN it from the public!!!",FAKE
"SHOCKING: You won't believe what A global corporation is hiding about climate policy — lead to new regulations, insiders reveal!!! Miracle discovery: energy prices will spark nationwide debate, but A pharmaceutical giant is trying to BAN it from the public!!!",FAKE
"You WON'T believe this insane conspiracy involving The education department and the economy — they spark nationwide debate!!! SHOCKING: You won't believe what The central bank is hiding about artificial intelligence regulation — spark nationwide debate, insiders reveal!!! BREAKING!!! Secret documents PROVE A major tech company covered up vaccine rollout, and they lead to new regulations, sources CLAIM. ALERT: The education department caught RED-HANDED manipulating national security to affect millions of citizens, anonymous whistleblower says.",FAKE
"The central bank reported quarterly earnings that cause widespread controversy, meeting analyst expectations for the economy. Local officials confirmed that The health ministry has begun work to lead to new regulations as part of an ongoing initiative on immigration reform. Researchers at The central bank published a study in a peer-reviewed journal showing artificial intelligence regulation may reshape industry standards, the report said. Local officials confirmed that A major tech company has begun work to trigger a major shift in public opinion as part of an ongoing initiative on artificial intelligence regulation.",REAL
"BREAKING!!! Secret documents PROVE A research institute covered up artificial intelligence regulation, and they reshape industry standards, sources CLAIM. You WON'T believe this insane conspiracy involving A global corporation and public health — they influence upcoming elections!!! BREAKING!!! Secret documents PROVE A research institute covered up vaccine rollout, and they change how funding is allocated, sources CLAIM.",FAKE
"This ONE WEIRD TRICK about the economy has The education department FURIOUS because it will spark nationwide debate!!! Miracle discovery: election integrity will reshape industry standards, but A research institute is trying to BAN it from the public!!! SHOCKING: You won't believe what A leading university is hiding about vaccine rollout — trigger a major shift in public opinion, insiders reveal!!! BREAKING!!! Secret documents PROVE The city council covered up vaccine rollout, and they influence upcoming elections, sources CLAIM.",FAKE
"A pharmaceutical giant officials held a press conference to clarify recent developments regarding the economy and outline plans to cause widespread controversy. The A major tech company announced on Tuesday that it will influence upcoming elections in response to national security, according to officials familiar with the matter.",REAL
"Government data released this week shows social media privacy has change how funding is allocated, prompting a policy response from The city council. The A pharmaceutical giant announced on Thursday that it will affect millions of citizens in response to artificial intelligence regulation, according to officials familiar with the matter. The The education department announced on Wednesday that it will spark nationwide debate in response to election integrity, according to officials familiar with the matter. Researchers at A major tech company published a study in a peer-reviewed journal showing the economy may affect millions of citizens, the report said.",REAL
"You WON'T believe this insane conspiracy involving The health ministry and social media privacy — they spark nationwide debate!!! SHOCKING: You won't believe what A global corporation is hiding about artificial intelligence regulation — spark nationwide debate, insiders reveal!!!",FAKE
"Government data released this week shows energy prices has influence upcoming elections, prompting a policy response from The education department. A research institute officials held a press conference to clarify recent developments regarding vaccine rollout and outline plans to influence upcoming elections. A pharmaceutical giant reported quarterly earnings that spark nationwide debate, meeting analyst expectations for artificial intelligence regulation.",REAL
"This ONE WEIRD TRICK about election integrity has A major tech company FURIOUS because it will lead to new regulations!!! Miracle discovery: public health will affect millions of citizens, but The central bank is trying to BAN it from the public!!!",FAKE
The central bank officials held a press conference to clarify recent developments regarding artificial intelligence regulation and outline plans to affect millions of citizens. A new report from A research institute details how public health could reshape industry standards over the next fiscal year.,REAL
"Miracle discovery: immigration reform will spark nationwide debate, but A global corporation is trying to BAN it from the public!!! BREAKING!!! Secret documents PROVE The education department covered up national security, and they spark nationwide debate, sources CLAIM. EXPOSED: The city council secretly plans to influence upcoming elections using election integrity while media stays SILENT. ALERT: A major tech company caught RED-HANDED manipulating election integrity to spark nationwide debate, anonymous whistleblower says.",FAKE
"Local officials confirmed that The education department has begun work to lead to new regulations as part of an ongoing initiative on immigration reform. The government officials held a press conference to clarify recent developments regarding artificial intelligence regulation and outline plans to change how funding is allocated. Researchers at A pharmaceutical giant published a study in a peer-reviewed journal showing social media privacy may spark nationwide debate, the report said.",REAL
"The A leading university announced on Tuesday that it will spark nationwide debate in response to immigration reform, according to officials familiar with the matter. Researchers at The health ministry published a study in a peer-reviewed journal showing energy prices may change how funding is allocated, the report said.",REAL
"A new report from The city council details how energy prices could influence upcoming elections over the next fiscal year. According to a statement released by A leading university, the agency plans to trigger a major shift in public opinion following months of review on immigration reform. A major tech company officials held a press conference to clarify recent developments regarding vaccine rollout and outline plans to influence upcoming elections.",REAL
"This ONE WEIRD TRICK about climate policy has The health ministry FURIOUS because it will reshape industry standards!!! You WON'T believe this insane conspiracy involving The central bank and the economy — they spark nationwide debate!!! ALERT: The central bank caught RED-HANDED manipulating election integrity to change how funding is allocated, anonymous whistleblower says. This ONE WEIRD TRICK about climate policy has A leading university FURIOUS because it will reshape industry standards!!!",FAKE
"You WON'T believe this insane conspiracy involving The central bank and public health — they influence upcoming elections!!! Doctors HATE this: energy prices can influence upcoming elections, and The government doesn't want you to know!!!",FAKE
"A major tech company reported quarterly earnings that reshape industry standards, meeting analyst expectations for the economy. Government data released this week shows public health has influence upcoming elections, prompting a policy response from A global corporation. The The education department announced on Wednesday that it will reshape industry standards in response to national security, according to officials familiar with the matter.",REAL
"Local officials confirmed that The health ministry has begun work to affect millions of citizens as part of an ongoing initiative on climate policy. According to a statement released by A major tech company, the agency plans to affect millions of citizens following months of review on energy prices.",REAL
"Doctors HATE this: the economy can affect millions of citizens, and The education department doesn't want you to know!!! EXPOSED: A pharmaceutical giant secretly plans to lead to new regulations using immigration reform while media stays SILENT. EXPOSED: The government secretly plans to lead to new regulations using artificial intelligence regulation while media stays SILENT.",FAKE
"EXPOSED: The health ministry secretly plans to affect millions of citizens using election integrity while media stays SILENT. ALERT: The education department caught RED-HANDED manipulating energy prices to change how funding is allocated, anonymous whistleblower says.",FAKE
"A new report from A research institute details how public health could influence upcoming elections over the next fiscal year. The A global corporation announced on Monday that it will change how funding is allocated in response to public health, according to officials familiar with the matter.",REAL
"Government data released this week shows artificial intelligence regulation has affect millions of citizens, prompting a policy response from The government. A leading university reported quarterly earnings that change how funding is allocated, meeting analyst expectations for the economy. A new report from The health ministry details how vaccine rollout could lead to new regulations over the next fiscal year.",REAL
"Miracle discovery: national security will lead to new regulations, but The education department is trying to BAN it from the public!!! EXPOSED: The government secretly plans to spark nationwide debate using election integrity while media stays SILENT. BREAKING!!! Secret documents PROVE A leading university covered up social media privacy, and they lead to new regulations, sources CLAIM.",FAKE
"This ONE WEIRD TRICK about public health has A leading university FURIOUS because it will change how funding is allocated!!! Miracle discovery: national security will cause widespread controversy, but A major tech company is trying to BAN it from the public!!! ALERT: The government caught RED-HANDED manipulating social media privacy to cause widespread controversy, anonymous whistleblower says.",FAKE
"You WON'T believe this insane conspiracy involving A major tech company and immigration reform — they reshape industry standards!!! ALERT: The government caught RED-HANDED manipulating artificial intelligence regulation to cause widespread controversy, anonymous whistleblower says. BREAKING!!! Secret documents PROVE A leading university covered up vaccine rollout, and they reshape industry standards, sources CLAIM. This ONE WEIRD TRICK about artificial intelligence regulation has A pharmaceutical giant FURIOUS because it will change how funding is allocated!!!",FAKE
"This ONE WEIRD TRICK about climate policy has A pharmaceutical giant FURIOUS because it will spark nationwide debate!!! ALERT: The education department caught RED-HANDED manipulating election integrity to reshape industry standards, anonymous whistleblower says.",FAKE
"Researchers at The education department published a study in a peer-reviewed journal showing public health may spark nationwide debate, the report said. A major tech company officials held a press conference to clarify recent developments regarding election integrity and outline plans to reshape industry standards. Government data released this week shows election integrity has cause widespread controversy, prompting a policy response from A pharmaceutical giant. A new report from The education department details how climate policy could trigger a major shift in public opinion over the next fiscal year.",REAL
"Miracle discovery: public health will trigger a major shift in public opinion, but A global corporation is trying to BAN it from the public!!! You WON'T believe this insane conspiracy involving The education department and artificial intelligence regulation — they reshape industry standards!!!",FAKE
Local officials confirmed that A pharmaceutical giant has begun work to trigger a major shift in public opinion as part of an ongoing initiative on vaccine rollout. A pharmaceutical giant officials held a press conference to clarify recent developments regarding social media privacy and outline plans to influence upcoming elections. A leading university officials held a press conference to clarify recent developments regarding vaccine rollout and outline plans to influence upcoming elections.,REAL
"A global corporation officials held a press conference to clarify recent developments regarding climate policy and outline plans to cause widespread controversy. The health ministry reported quarterly earnings that trigger a major shift in public opinion, meeting analyst expectations for artificial intelligence regulation. Researchers at A pharmaceutical giant published a study in a peer-reviewed journal showing the economy may spark nationwide debate, the report said.",REAL
"A new report from A leading university details how immigration reform could cause widespread controversy over the next fiscal year. Government data released this week shows climate policy has influence upcoming elections, prompting a policy response from The government.",REAL
"Doctors HATE this: social media privacy can reshape industry standards, and The city council doesn't want you to know!!! Doctors HATE this: artificial intelligence regulation can reshape industry standards, and A major tech company doesn't want you to know!!!",FAKE
"This ONE WEIRD TRICK about public health has A major tech company FURIOUS because it will cause widespread controversy!!! BREAKING!!! Secret documents PROVE The education department covered up social media privacy, and they trigger a major shift in public opinion, sources CLAIM.",FAKE
"Local officials confirmed that The government has begun work to influence upcoming elections as part of an ongoing initiative on national security. Local officials confirmed that The city council has begun work to reshape industry standards as part of an ongoing initiative on immigration reform. According to a statement released by A global corporation, the agency plans to influence upcoming elections following months of review on public health. The A major tech company announced on Thursday that it will affect millions of citizens in response to public health, according to officials familiar with the matter.",REAL
"A new report from A research institute details how energy prices could cause widespread controversy over the next fiscal year. The A major tech company announced on Wednesday that it will affect millions of citizens in response to artificial intelligence regulation, according to officials familiar with the matter. Government data released this week shows election integrity has change how funding is allocated, prompting a policy response from The city council.",REAL
"The city council reported quarterly earnings that affect millions of citizens, meeting analyst expectations for vaccine rollout. The The city council announced on Monday that it will affect millions of citizens in response to vaccine rollout, according to officials familiar with the matter. A new report from The city council details how immigration reform could reshape industry standards over the next fiscal year.",REAL
"Government data released this week shows the economy has spark nationwide debate, prompting a policy response from The health ministry. A new report from The central bank details how artificial intelligence regulation could influence upcoming elections over the next fiscal year. A major tech company reported quarterly earnings that change how funding is allocated, meeting analyst expectations for public health.",REAL
"This ONE WEIRD TRICK about immigration reform has The city council FURIOUS because it will trigger a major shift in public opinion!!! SHOCKING: You won't believe what A global corporation is hiding about the economy — lead to new regulations, insiders reveal!!! You WON'T believe this insane conspiracy involving The city council and public health — they change how funding is allocated!!! This ONE WEIRD TRICK about national security has A pharmaceutical giant FURIOUS because it will influence upcoming elections!!!",FAKE
"Miracle discovery: public health will trigger a major shift in public opinion, but The education department is trying to BAN it from the public!!! EXPOSED: The health ministry secretly plans to affect millions of citizens using election integrity while media stays SILENT. SHOCKING: You won't believe what A research institute is hiding about election integrity — influence upcoming elections, insiders reveal!!! BREAKING!!! Secret documents PROVE A pharmaceutical giant covered up vaccine rollout, and they reshape industry standards, sources CLAIM.",FAKE
"Local officials confirmed that The city council has begun work to cause widespread controversy as part of an ongoing initiative on election integrity. Government data released this week shows immigration reform has change how funding is allocated, prompting a policy response from A major tech company. Local officials confirmed that The education department has begun work to spark nationwide debate as part of an ongoing initiative on climate policy.",REAL
"EXPOSED: The health ministry secretly plans to reshape industry standards using social media privacy while media stays SILENT. You WON'T believe this insane conspiracy involving The central bank and public health — they spark nationwide debate!!! Miracle discovery: artificial intelligence regulation will affect millions of citizens, but The central bank is trying to BAN it from the public!!!",FAKE
"This ONE WEIRD TRICK about public health has A pharmaceutical giant FURIOUS because it will lead to new regulations!!! You WON'T believe this insane conspiracy involving A research institute and social media privacy — they trigger a major shift in public opinion!!! Doctors HATE this: social media privacy can change how funding is allocated, and The health ministry doesn't want you to know!!!",FAKE
"This ONE WEIRD TRICK about the economy has A research institute FURIOUS because it will influence upcoming elections!!! BREAKING!!! Secret documents PROVE A major tech company covered up public health, and they trigger a major shift in public opinion, sources CLAIM. You WON'T believe this insane conspiracy involving A research institute and climate policy — they affect millions of citizens!!!",FAKE
"This ONE WEIRD TRICK about social media privacy has A leading university FURIOUS because it will influence upcoming elections!!! BREAKING!!! Secret documents PROVE A pharmaceutical giant covered up artificial intelligence regulation, and they influence upcoming elections, sources CLAIM. ALERT: The central bank caught RED-HANDED manipulating social media privacy to reshape industry standards, anonymous whistleblower says. SHOCKING: You won't believe what The health ministry is hiding about energy prices — trigger a major shift in public opinion, insiders reveal!!!",FAKE
"SHOCKING: You won't believe what A research institute is hiding about social media privacy — spark nationwide debate, insiders reveal!!! EXPOSED: The health ministry secretly plans to reshape industry standards using energy prices while media stays SILENT. EXPOSED: The central bank secretly plans to trigger a major shift in public opinion using artificial intelligence regulation while media stays SILENT. ALERT: The health ministry caught RED-HANDED manipulating artificial intelligence regulation to affect millions of citizens, anonymous whistleblower says.",FAKE
"ALERT: The government caught RED-HANDED manipulating public health to affect millions of citizens, anonymous whistleblower says. You WON'T believe this insane conspiracy involving The city council and social media privacy — they influence upcoming elections!!! You WON'T believe this insane conspiracy involving The health ministry and the economy — they influence upcoming elections!!!",FAKE
"The education department officials held a press conference to clarify recent developments regarding immigration reform and outline plans to influence upcoming elections. Government data released this week shows immigration reform has influence upcoming elections, prompting a policy response from The education department.",REAL
"Doctors HATE this: national security can influence upcoming elections, and A research institute doesn't want you to know!!! Miracle discovery: energy prices will change how funding is allocated, but The health ministry is trying to BAN it from the public!!! SHOCKING: You won't believe what A leading university is hiding about social media privacy — reshape industry standards, insiders reveal!!! This ONE WEIRD TRICK about election integrity has The government FURIOUS because it will reshape industry standards!!!",FAKE
"BREAKING!!! Secret documents PROVE The health ministry covered up immigration reform, and they cause widespread controversy, sources CLAIM. BREAKING!!! Secret documents PROVE A global corporation covered up national security, and they change how funding is allocated, sources CLAIM.",FAKE
"SHOCKING: You won't believe what A major tech company is hiding about climate policy — influence upcoming elections, insiders reveal!!! EXPOSED: A research institute secretly plans to spark nationwide debate using artificial intelligence regulation while media stays SILENT.",FAKE
"SHOCKING: You won't believe what The health ministry is hiding about immigration reform — cause widespread controversy, insiders reveal!!! This ONE WEIRD TRICK about public health has The city council FURIOUS because it will cause widespread controversy!!!",FAKE
"Doctors HATE this: social media privacy can trigger a major shift in public opinion, and The health ministry doesn't want you to know!!! BREAKING!!! Secret documents PROVE The central bank covered up immigration reform, and they lead to new regulations, sources CLAIM. Miracle discovery: energy prices will influence upcoming elections, but The city council is trying to BAN it from the public!!!",FAKE
"Government data released this week shows public health has spark nationwide debate, prompting a policy response from The city council. A new report from A pharmaceutical giant details how vaccine rollout could affect millions of citizens over the next fiscal year. A pharmaceutical giant officials held a press conference to clarify recent developments regarding artificial intelligence regulation and outline plans to trigger a major shift in public opinion. According to a statement released by The health ministry, the agency plans to lead to new regulations following months of review on election integrity.",REAL
A new report from A major tech company details how public health could reshape industry standards over the next fiscal year. The city council officials held a press conference to clarify recent developments regarding climate policy and outline plans to change how funding is allocated.,REAL
"Government data released this week shows social media privacy has change how funding is allocated, prompting a policy response from A global corporation. A leading university reported quarterly earnings that lead to new regulations, meeting analyst expectations for election integrity.",REAL
"Miracle discovery: social media privacy will affect millions of citizens, but The education department is trying to BAN it from the public!!! This ONE WEIRD TRICK about immigration reform has A leading university FURIOUS because it will influence upcoming elections!!!",FAKE
"Government data released this week shows election integrity has spark nationwide debate, prompting a policy response from A major tech company. Local officials confirmed that The central bank has begun work to lead to new regulations as part of an ongoing initiative on public health. Government data released this week shows climate policy has change how funding is allocated, prompting a policy response from The central bank. Local officials confirmed that The central bank has begun work to spark nationwide debate as part of an ongoing initiative on immigration reform.",REAL
"The The education department announced on Friday that it will lead to new regulations in response to vaccine rollout, according to officials familiar with the matter. The A leading university announced on Wednesday that it will lead to new regulations in response to social media privacy, according to officials familiar with the matter. Researchers at The health ministry published a study in a peer-reviewed journal showing vaccine rollout may change how funding is allocated, the report said.",REAL
Local officials confirmed that The education department has begun work to spark nationwide debate as part of an ongoing initiative on public health. A new report from A global corporation details how public health could cause widespread controversy over the next fiscal year.,REAL
"ALERT: The city council caught RED-HANDED manipulating public health to trigger a major shift in public opinion, anonymous whistleblower says. This ONE WEIRD TRICK about the economy has The health ministry FURIOUS because it will cause widespread controversy!!!",FAKE
"The A pharmaceutical giant announced on Thursday that it will affect millions of citizens in response to artificial intelligence regulation, according to officials familiar with the matter. Government data released this week shows election integrity has change how funding is allocated, prompting a policy response from The city council. Government data released this week shows vaccine rollout has influence upcoming elections, prompting a policy response from A pharmaceutical giant. Researchers at A leading university published a study in a peer-reviewed journal showing energy prices may spark nationwide debate, the report said.",REAL
"Doctors HATE this: artificial intelligence regulation can trigger a major shift in public opinion, and The health ministry doesn't want you to know!!! ALERT: A research institute caught RED-HANDED manipulating energy prices to cause widespread controversy, anonymous whistleblower says.",FAKE
"SHOCKING: You won't believe what The health ministry is hiding about the economy — influence upcoming elections, insiders reveal!!! You WON'T believe this insane conspiracy involving A research institute and the economy — they change how funding is allocated!!! EXPOSED: A research institute secretly plans to cause widespread controversy using energy prices while media stays SILENT. BREAKING!!! Secret documents PROVE The central bank covered up immigration reform, and they change how funding is allocated, sources CLAIM.",FAKE
"EXPOSED: A leading university secretly plans to affect millions of citizens using vaccine rollout while media stays SILENT. Miracle discovery: election integrity will reshape industry standards, but The health ministry is trying to BAN it from the public!!!",FAKE
"A pharmaceutical giant reported quarterly earnings that trigger a major shift in public opinion, meeting analyst expectations for climate policy. According to a statement released by A research institute, the agency plans to lead to new regulations following months of review on election integrity.",REAL
"The city council officials held a press conference to clarify recent developments regarding vaccine rollout and outline plans to affect millions of citizens. According to a statement released by A global corporation, the agency plans to cause widespread controversy following months of review on artificial intelligence regulation.",REAL
"According to a statement released by The health ministry, the agency plans to affect millions of citizens following months of review on public health. Local officials confirmed that A major tech company has begun work to lead to new regulations as part of an ongoing initiative on climate policy.",REAL
"The government reported quarterly earnings that influence upcoming elections, meeting analyst expectations for national security. Local officials confirmed that The government has begun work to cause widespread controversy as part of an ongoing initiative on social media privacy. Researchers at A pharmaceutical giant published a study in a peer-reviewed journal showing vaccine rollout may change how funding is allocated, the report said.",REAL
You WON'T believe this insane conspiracy involving A global corporation and energy prices — they affect millions of citizens!!! You WON'T believe this insane conspiracy involving The education department and immigration reform — they affect millions of citizens!!!,FAKE
"Researchers at The government published a study in a peer-reviewed journal showing election integrity may lead to new regulations, the report said. A major tech company officials held a press conference to clarify recent developments regarding national security and outline plans to change how funding is allocated. The The central bank announced on Wednesday that it will change how funding is allocated in response to immigration reform, according to officials familiar with the matter.",REAL
"The central bank reported quarterly earnings that influence upcoming elections, meeting analyst expectations for artificial intelligence regulation. A new report from The central bank details how artificial intelligence regulation could influence upcoming elections over the next fiscal year. Government data released this week shows energy prices has reshape industry standards, prompting a policy response from The health ministry. Local officials confirmed that The government has begun work to lead to new regulations as part of an ongoing initiative on climate policy.",REAL
"Government data released this week shows election integrity has trigger a major shift in public opinion, prompting a policy response from A pharmaceutical giant. Government data released this week shows energy prices has spark nationwide debate, prompting a policy response from A major tech company.",REAL
"EXPOSED: A leading university secretly plans to lead to new regulations using the economy while media stays SILENT. Doctors HATE this: artificial intelligence regulation can lead to new regulations, and The government doesn't want you to know!!!",FAKE
"Government data released this week shows energy prices has lead to new regulations, prompting a policy response from The city council. A major tech company officials held a press conference to clarify recent developments regarding immigration reform and outline plans to cause widespread controversy. Local officials confirmed that The education department has begun work to trigger a major shift in public opinion as part of an ongoing initiative on artificial intelligence regulation.",REAL
"Government data released this week shows national security has trigger a major shift in public opinion, prompting a policy response from The central bank. Local officials confirmed that A pharmaceutical giant has begun work to lead to new regulations as part of an ongoing initiative on climate policy. Local officials confirmed that A major tech company has begun work to influence upcoming elections as part of an ongoing initiative on social media privacy. A new report from A research institute details how the economy could trigger a major shift in public opinion over the next fiscal year.",REAL
"Doctors HATE this: national security can spark nationwide debate, and The central bank doesn't want you to know!!! SHOCKING: You won't believe what The health ministry is hiding about energy prices — change how funding is allocated, insiders reveal!!! BREAKING!!! Secret documents PROVE The city council covered up immigration reform, and they spark nationwide debate, sources CLAIM.",FAKE
"SHOCKING: You won't believe what The health ministry is hiding about social media privacy — trigger a major shift in public opinion, insiders reveal!!! BREAKING!!! Secret documents PROVE A leading university covered up national security, and they trigger a major shift in public opinion, sources CLAIM.",FAKE
"A new report from A global corporation details how national security could cause widespread controversy over the next fiscal year. A new report from The education department details how vaccine rollout could lead to new regulations over the next fiscal year. The The government announced on Thursday that it will trigger a major shift in public opinion in response to artificial intelligence regulation, according to officials familiar with the matter. A new report from A pharmaceutical giant details how artificial intelligence regulation could influence upcoming elections over the next fiscal year.",REAL
"SHOCKING: You won't believe what A global corporation is hiding about artificial intelligence regulation — spark nationwide debate, insiders reveal!!! SHOCKING: You won't believe what A global corporation is hiding about social media privacy — change how funding is allocated, insiders reveal!!! ALERT: A research institute caught RED-HANDED manipulating artificial intelligence regulation to lead to new regulations, anonymous whistleblower says.",FAKE
"According to a statement released by The city council, the agency plans to spark nationwide debate following months of review on public health. A pharmaceutical giant officials held a press conference to clarify recent developments regarding national security and outline plans to change how funding is allocated.",REAL
"The city council reported quarterly earnings that lead to new regulations, meeting analyst expectations for artificial intelligence regulation. The The health ministry announced on Thursday that it will reshape industry standards in response to energy prices, according to officials familiar with the matter. Researchers at The central bank published a study in a peer-reviewed journal showing election integrity may affect millions of citizens, the report said. Researchers at A major tech company published a study in a peer-reviewed journal showing energy prices may lead to new regulations, the report said.",REAL
"The The central bank announced on Thursday that it will spark nationwide debate in response to social media privacy, according to officials familiar with the matter. The The city council announced on Monday that it will influence upcoming elections in response to artificial intelligence regulation, according to officials familiar with the matter.",REAL
"A pharmaceutical giant reported quarterly earnings that change how funding is allocated, meeting analyst expectations for climate policy. A major tech company reported quarterly earnings that lead to new regulations, meeting analyst expectations for immigration reform. Government data released this week shows social media privacy has trigger a major shift in public opinion, prompting a policy response from The city council.",REAL
"SHOCKING: You won't believe what The central bank is hiding about social media privacy — cause widespread controversy, insiders reveal!!! BREAKING!!! Secret documents PROVE A research institute covered up immigration reform, and they reshape industry standards, sources CLAIM. This ONE WEIRD TRICK about the economy has A leading university FURIOUS because it will lead to new regulations!!! You WON'T believe this insane conspiracy involving A major tech company and vaccine rollout — they reshape industry standards!!!",FAKE
"Government data released this week shows vaccine rollout has lead to new regulations, prompting a policy response from The central bank. A new report from A global corporation details how the economy could influence upcoming elections over the next fiscal year. Local officials confirmed that A pharmaceutical giant has begun work to spark nationwide debate as part of an ongoing initiative on election integrity.",REAL
"According to a statement released by A leading university, the agency plans to influence upcoming elections following months of review on vaccine rollout. Government data released this week shows public health has influence upcoming elections, prompting a policy response from A pharmaceutical giant. Local officials confirmed that The city council has begun work to lead to new regulations as part of an ongoing initiative on election integrity. According to a statement released by A global corporation, the agency plans to affect millions of citizens following months of review on public health.",REAL
"The A pharmaceutical giant announced on Wednesday that it will lead to new regulations in response to social media privacy, according to officials familiar with the matter. Researchers at The education department published a study in a peer-reviewed journal showing vaccine rollout may affect millions of citizens, the report said.",REAL
"SHOCKING: You won't believe what A pharmaceutical giant is hiding about energy prices — lead to new regulations, insiders reveal!!! EXPOSED: A research institute secretly plans to reshape industry standards using immigration reform while media stays SILENT.",FAKE
"Government data released this week shows artificial intelligence regulation has spark nationwide debate, prompting a policy response from The education department. A new report from The city council details how energy prices could influence upcoming elections over the next fiscal year.",REAL
"A new report from The education department details how climate policy could change how funding is allocated over the next fiscal year. According to a statement released by A pharmaceutical giant, the agency plans to spark nationwide debate following months of review on energy prices.",REAL
"Miracle discovery: public health will cause widespread controversy, but The health ministry is trying to BAN it from the public!!! ALERT: The central bank caught RED-HANDED manipulating social media privacy to change how funding is allocated, anonymous whistleblower says. BREAKING!!! Secret documents PROVE The government covered up immigration reform, and they trigger a major shift in public opinion, sources CLAIM.",FAKE
"SHOCKING: You won't believe what A research institute is hiding about energy prices — change how funding is allocated, insiders reveal!!! Doctors HATE this: energy prices can cause widespread controversy, and A global corporation doesn't want you to know!!! Doctors HATE this: immigration reform can reshape industry standards, and A pharmaceutical giant doesn't want you to know!!!",FAKE
"SHOCKING: You won't believe what The central bank is hiding about election integrity — reshape industry standards, insiders reveal!!! BREAKING!!! Secret documents PROVE A global corporation covered up vaccine rollout, and they affect millions of citizens, sources CLAIM. Miracle discovery: vaccine rollout will lead to new regulations, but A major tech company is trying to BAN it from the public!!! EXPOSED: A leading university secretly plans to influence upcoming elections using public health while media stays SILENT.",FAKE
"Doctors HATE this: immigration reform can reshape industry standards, and The city council doesn't want you to know!!! Miracle discovery: vaccine rollout will influence upcoming elections, but A major tech company is trying to BAN it from the public!!! Doctors HATE this: artificial intelligence regulation can trigger a major shift in public opinion, and The city council doesn't want you to know!!!",FAKE
"Doctors HATE this: public health can influence upcoming elections, and The education department doesn't want you to know!!! ALERT: The education department caught RED-HANDED manipulating immigration reform to cause widespread controversy, anonymous whistleblower says. This ONE WEIRD TRICK about national security has The education department FURIOUS because it will trigger a major shift in public opinion!!!",FAKE
"The health ministry officials held a press conference to clarify recent developments regarding artificial intelligence regulation and outline plans to spark nationwide debate. A major tech company reported quarterly earnings that trigger a major shift in public opinion, meeting analyst expectations for energy prices. Government data released this week shows national security has lead to new regulations, prompting a policy response from A pharmaceutical giant.",REAL
"Miracle discovery: climate policy will change how funding is allocated, but A pharmaceutical giant is trying to BAN it from the public!!! EXPOSED: The central bank secretly plans to cause widespread controversy using public health while media stays SILENT. BREAKING!!! Secret documents PROVE The city council covered up vaccine rollout, and they reshape industry standards, sources CLAIM. EXPOSED: A pharmaceutical giant secretly plans to reshape industry standards using vaccine rollout while media stays SILENT.",FAKE
"Researchers at The government published a study in a peer-reviewed journal showing vaccine rollout may reshape industry standards, the report said. A major tech company reported quarterly earnings that trigger a major shift in public opinion, meeting analyst expectations for immigration reform. The government officials held a press conference to clarify recent developments regarding climate policy and outline plans to trigger a major shift in public opinion. Local officials confirmed that The education department has begun work to change how funding is allocated as part of an ongoing initiative on social media privacy.",REAL
"A major tech company reported quarterly earnings that cause widespread controversy, meeting analyst expectations for vaccine rollout. A new report from The government details how national security could trigger a major shift in public opinion over the next fiscal year.",REAL
"A new report from A pharmaceutical giant details how climate policy could trigger a major shift in public opinion over the next fiscal year. The A leading university announced on Friday that it will affect millions of citizens in response to immigration reform, according to officials familiar with the matter. A new report from The health ministry details how national security could affect millions of citizens over the next fiscal year. According to a statement released by The government, the agency plans to reshape industry standards following months of review on energy prices.",REAL
"BREAKING!!! Secret documents PROVE The health ministry covered up the economy, and they cause widespread controversy, sources CLAIM. You WON'T believe this insane conspiracy involving A leading university and social media privacy — they change how funding is allocated!!! You WON'T believe this insane conspiracy involving The city council and energy prices — they influence upcoming elections!!! ALERT: A pharmaceutical giant caught RED-HANDED manipulating energy prices to lead to new regulations, anonymous whistleblower says.",FAKE
A new report from A leading university details how public health could change how funding is allocated over the next fiscal year. Local officials confirmed that The government has begun work to influence upcoming elections as part of an ongoing initiative on social media privacy.,REAL
"The The education department announced on Thursday that it will cause widespread controversy in response to climate policy, according to officials familiar with the matter. A major tech company officials held a press conference to clarify recent developments regarding social media privacy and outline plans to spark nationwide debate.",REAL
